time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-07T23:38:29.880Z,33.5943333,-116.8038333,7.02,0.18,ml,19,77,0.03317,0.1,ci,ci39544279,2021-02-08T21:45:29.115Z,"13km WNW of Anza, CA",earthquake,0.22,0.42,0.129,10,reviewed,ci,ci
2021-02-07T23:28:18.810Z,54.1325,-165.949333333333,2.85,-0.26,ml,10,69,,0.27,av,av91018923,2021-02-09T18:50:34.660Z,"11 km W of Akutan, Alaska",earthquake,0.3,0.58,0.400183347925304,10,reviewed,av,av
2021-02-07T23:13:28.990Z,46.2376666666667,-122.115333333333,9.03,2.17,ml,43,90,0.01682,0.18,uw,uw61712446,2021-02-08T18:18:49.930Z,"37 km SSE of Morton, Washington",earthquake,0.33,0.46,0.167397648390175,18,reviewed,uw,uw
2021-02-07T23:10:19.710Z,33.0453333,-116.5666667,8.86,0.89,ml,32,73,0.044,0.17,ci,ci39544271,2021-02-08T21:32:22.462Z,"5km SE of Julian, CA",earthquake,0.24,0.47,0.195,16,reviewed,ci,ci
2021-02-07T23:10:16.470Z,36.1593333,-118.1221667,2.38,1.72,ml,31,60,0.143,0.14,ci,ci39544263,2021-02-08T21:22:07.304Z,"17km SW of Olancha, CA",earthquake,0.19,0.81,0.216,24,reviewed,ci,ci
2021-02-07T22:56:29.720Z,34.0248333,-118.222,10.37,0.6,ml,13,164,0.01339,0.15,ci,ci39544247,2021-02-08T18:39:56.941Z,"4km SE of Los Angeles, CA",earthquake,0.5,0.62,0.079,5,reviewed,ci,ci
2021-02-07T22:55:33.894Z,64.587,-147.0125,15.7,1,ml,,,,0.44,ak,ak0211r7ul3c,2021-02-07T23:08:20.816Z,"8 km SSE of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-07T22:54:50.546Z,59.9428,-153.0969,107.4,1.9,ml,,,,0.4,ak,ak0211r7uena,2021-02-07T23:08:20.679Z,"59 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-02-07T22:38:45.680Z,32.958,-115.549,11.04,1.52,ml,35,55,0.05723,0.27,ci,ci39544231,2021-02-08T21:15:16.430Z,"3km SW of Brawley, CA",earthquake,0.34,0.63,0.157,26,reviewed,ci,ci
2021-02-07T22:31:46.570Z,33.2295,-116.7355,12.19,0.71,ml,39,43,0.02054,0.14,ci,ci39544223,2021-02-08T21:07:07.300Z,"3km ESE of Lake Henshaw, CA",earthquake,0.18,0.42,0.127,20,reviewed,ci,ci
2021-02-07T22:22:12.840Z,33.8455,-117.0243333,14.02,0.65,ml,16,53,0.1231,0.2,ci,ci39544215,2021-02-08T14:56:44.763Z,"9km NW of San Jacinto, CA",earthquake,0.36,1.05,0.13,17,reviewed,ci,ci
2021-02-07T22:18:38.010Z,19.2383327484131,-155.413162231445,32.6399993896484,2.34,ml,52,118,,0.119999997,hv,hv72344187,2021-02-08T22:22:31.040Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.48,0.660000026,2.98,9,automatic,hv,hv
2021-02-07T22:07:50.270Z,36.0148333,-117.8051667,0.73,0.64,ml,10,76,0.03241,0.09,ci,ci39544207,2021-02-09T04:45:14.273Z,"13km NE of Little Lake, CA",earthquake,0.16,0.26,0.09,4,reviewed,ci,ci
2021-02-07T22:01:18.067Z,39.0897,36.064,10,4.3,mb,,31,0.291,0.79,us,us6000dffp,2021-02-08T22:16:28.516Z,"8 km E of Sarıoğlan, Turkey",earthquake,2.2,2,0.153,12,reviewed,us,us
2021-02-07T21:57:37.202Z,-3.0553,129.2239,10,4.6,mb,,65,3.024,0.77,us,us6000dffn,2021-02-08T22:05:10.040Z,"46 km NE of Amahai, Indonesia",earthquake,4.9,1.9,0.122,20,reviewed,us,us
2021-02-07T21:53:59.610Z,37.5625,-118.791,5.64,1.18,md,26,72,0.03118,0.05,nc,nc73519866,2021-02-08T00:18:05.344Z,"10km W of Toms Place, CA",earthquake,0.25,0.41,0.141,19,reviewed,nc,nc
2021-02-07T21:48:31.530Z,18.047,-67.1566,10,2.18,md,10,231,0.0621,0.13,pr,pr2021038015,2021-02-07T22:12:28.434Z,"Mona Passage",earthquake,0.54,0.69,0.07,7,reviewed,pr,pr
2021-02-07T21:44:47.940Z,33.0205,-116.67,10.59,0.61,ml,16,83,0.08568,0.15,ci,ci39544167,2021-02-08T20:42:59.054Z,"9km SW of Julian, CA",earthquake,0.3,0.6,0.087,5,reviewed,ci,ci
2021-02-07T21:40:56.262Z,63.4007,-144.9329,1.1,1.6,ml,,,,1.03,ak,ak0211r75zgd,2021-02-07T21:59:13.446Z,"31 km SSW of Dry Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-07T21:37:32.140Z,51.862,-177.903333333333,5.33,0.61,ml,5,183,,0.09,av,av91018843,2021-02-08T22:48:50.680Z,"87 km W of Adak, Alaska",earthquake,0.43,1.1,0.295919944371687,5,reviewed,av,av
2021-02-07T21:24:45.065Z,-6.853,127.0379,409.98,4.4,mb,,52,3.979,0.72,us,us6000dffg,2021-02-08T21:57:04.040Z,"184 km N of Lospalos, Timor Leste",earthquake,8.8,7.9,0.088,37,reviewed,us,us
2021-02-07T21:20:37.280Z,35.9763333,-117.3206667,2.7,2.27,ml,40,46,0.09043,0.16,ci,ci39544151,2021-02-08T20:40:53.440Z,"24km NNE of Trona, CA",earthquake,0.17,0.41,0.096,25,reviewed,ci,ci
2021-02-07T21:19:53.240Z,35.8646667,-117.7005,6.51,0.67,ml,20,72,0.07662,0.08,ci,ci39544143,2021-02-08T20:17:27.917Z,"20km ESE of Little Lake, CA",earthquake,0.13,0.34,0.088,11,reviewed,ci,ci
2021-02-07T21:19:22.550Z,54.1418333333333,-165.863,5.27,0.34,ml,7,185,,0.26,av,av91186111,2021-02-08T22:44:08.630Z,"5 km W of Akutan, Alaska",earthquake,0.63,0.71,0.407217010325325,6,reviewed,av,av
2021-02-07T21:12:40.620Z,35.849,-117.6735,5.05,0.42,ml,14,83,0.0701,0.1,ci,ci39544135,2021-02-08T19:30:57.415Z,"23km ESE of Little Lake, CA",earthquake,0.18,0.34,0.25,5,reviewed,ci,ci
2021-02-07T21:11:20.539Z,34.36566667,-97.424,5.97,2.67,ml,95,82,0.04049205408,0.3,ok,ok2021crfo,2021-02-08T15:33:05.336Z,"12 km SE of Ratliff City, Oklahoma",earthquake,,0.5,0.18,9,reviewed,ok,ok
2021-02-07T21:09:29.627Z,60.9611,-147.9922,17.7,1.8,ml,,,,0.67,ak,ak0211r6za7s,2021-02-07T21:13:58.307Z,"43 km ENE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-07T21:04:13.190Z,34.0066667,-116.3323333,11.35,0.22,ml,3,158,0.07869,0.05,ci,ci39544119,2021-02-08T18:32:58.235Z,"14km S of Joshua Tree, CA",earthquake,0.38,0.87,0.051,2,reviewed,ci,ci
2021-02-07T21:03:51.029Z,35.82180023,-98.19940186,2.81197381,1.63,ml,7,96.04335022,0.1505573839,0.6213906091,ok,ok2021crfh,2021-02-07T21:05:50.953Z,"18 km SSW of Loyal, Oklahoma",earthquake,4.364054153,3.950222058,,6,automatic,ok,ok
2021-02-07T20:57:52.690Z,33.6775,-116.7781667,16.23,0.34,ml,14,136,0.06304,0.08,ci,ci39544111,2021-02-08T18:29:49.472Z,"9km SW of Idyllwild, CA",earthquake,0.36,0.37,0.07,4,reviewed,ci,ci
2021-02-07T20:53:37.470Z,36.5513333,-121.1271667,7.53,1.16,md,10,136,0.02436,0.09,nc,nc73519841,2021-02-09T20:56:18.057Z,"3km NNE of Pinnacles, CA",earthquake,0.44,1.6,0.211,10,reviewed,nc,nc
2021-02-07T20:52:25.209Z,38.1558,-117.842,9.38,3.2,ml,,62,0.131,0.4,us,us6000dff7,2021-02-07T21:35:07.882Z,"34 km SE of Mina, Nevada",earthquake,1.5,7.2,0.028,172,reviewed,us,us
2021-02-07T20:46:07.430Z,35.7358333,-117.5296667,0.64,0.29,ml,14,94,0.09696,0.21,ci,ci39544095,2021-02-08T18:26:46.350Z,"12km WSW of Searles Valley, CA",earthquake,0.35,0.63,0.161,5,reviewed,ci,ci
2021-02-07T20:41:07.670Z,44.3105,-115.1905,8.56,2.3,ml,11,83,0.188,0.28,mb,mb80486714,2021-02-08T18:48:51.080Z,"22 km WNW of Stanley, Idaho",earthquake,0.67,1.33,0.257,14,reviewed,mb,mb
2021-02-07T20:40:51.961Z,29.1851,-97.5436,5,3.3,ml,,153,0.216,0.76,us,us6000dff6,2021-02-08T05:35:43.860Z,"12 km SE of Smiley, Texas",earthquake,2.8,2,0.256,8,reviewed,us,us
2021-02-07T20:38:54.088Z,62.771,-150.4776,76.3,1.5,ml,,,,0.64,ak,ak0211r6k495,2021-02-07T21:12:17.852Z,"33 km NNE of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-02-07T20:35:54.472Z,36.3475647,-97.38682556,1.540579438,1.56,ml,15,118.5887527,0.1505544037,0.7678528597,ok,ok2021crej,2021-02-07T20:38:16.986Z,"10 km NE of Lucien, Oklahoma",earthquake,3.286118681,2.620377888,,13,automatic,ok,ok
2021-02-07T20:35:20.980Z,35.977,-117.3221667,2.52,1.3,ml,17,195,0.09147,0.11,ci,ci39544071,2021-02-08T14:59:43.485Z,"24km NNE of Trona, CA",earthquake,0.44,0.59,0.117,15,reviewed,ci,ci
2021-02-07T20:34:03.417Z,60.0408,-140.6565,6.2,1.8,ml,,,,0.82,ak,ak0211r6j5ff,2021-02-07T20:45:54.940Z,"75 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-07T20:33:47.910Z,44.2993333,-115.1711667,4.1,1.61,ml,9,82,0.17,0.13,mb,mb80486709,2021-02-10T21:04:40.500Z,"20 km WNW of Stanley, Idaho",earthquake,0.4,1.15,0.321,10,reviewed,mb,mb
2021-02-07T20:24:53.370Z,33.4928333,-116.7823333,4.13,0.74,ml,38,31,0.02462,0.16,ci,ci39544055,2021-02-08T19:19:13.240Z,"10km NE of Aguanga, CA",earthquake,0.16,0.38,0.129,20,reviewed,ci,ci
2021-02-07T20:24:36.610Z,17.9501,-66.9986,8,2.15,md,8,222,0.0495,0.15,pr,pr2021038014,2021-02-07T20:40:30.830Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.58,0.98,0.1,8,reviewed,pr,pr
2021-02-07T20:24:22.431Z,54.214,-159.5649,42.1,2.8,ml,,,,1.21,ak,ak0211r6h34v,2021-02-08T00:03:46.607Z,"south of Alaska",earthquake,,8.4,,,reviewed,ak,ak
2021-02-07T20:15:51.040Z,38.838665,-122.8274994,2.38,0.57,md,14,73,0.006239,0.01,nc,nc73519836,2021-02-07T21:35:05.272Z,"9km NW of The Geysers, CA",earthquake,0.26,0.58,,1,automatic,nc,nc
2021-02-07T20:14:42.850Z,33.4651667,-116.45,8.91,1.07,ml,50,72,0.06153,0.18,ci,ci39544039,2021-02-08T19:12:04.550Z,"23km ESE of Anza, CA",earthquake,0.2,0.46,0.158,28,reviewed,ci,ci
2021-02-07T19:59:24.970Z,36.0835,-117.8958333,6.1,0.77,ml,19,74,0.04752,0.1,ci,ci39544023,2021-02-08T18:54:02.164Z,"6km NE of Coso Junction, CA",earthquake,0.19,0.39,0.165,7,reviewed,ci,ci
2021-02-07T19:53:35.110Z,44.4601667,-115.205,4.89,1.84,ml,7,134,0.303,0.17,mb,mb80486704,2021-02-10T20:57:31.150Z,"34 km NW of Stanley, Idaho",earthquake,0.58,2.26,0.199,10,reviewed,mb,mb
2021-02-07T19:44:15.240Z,35.8805,-117.371,7.69,0.78,ml,19,88,0.07196,0.1,ci,ci39544015,2021-02-08T18:44:09.482Z,"13km NNE of Searles Valley, CA",earthquake,0.2,0.63,0.097,8,reviewed,ci,ci
2021-02-07T19:38:44.620Z,35.662,-117.5331667,1.59,0.89,ml,19,93,0.09496,0.1,ci,ci39544007,2021-02-08T18:31:32.085Z,"14km ENE of Ridgecrest, CA",earthquake,0.16,0.25,0.168,12,reviewed,ci,ci
2021-02-07T19:34:35.486Z,61.0878,-149.4577,26.4,1.3,ml,,,,0.79,ak,ak0211r5xscc,2021-02-07T19:39:57.597Z,"21 km SSE of Elmendorf Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-07T19:25:21.134Z,62.061,-152.0877,133.4,1.9,ml,,,,0.45,ak,ak0211r5vtsh,2021-02-07T19:34:06.646Z,"36 km WNW of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-07T19:23:24.699Z,63.8657,-148.8999,1.7,2.2,ml,,,,0.9,ak,ak0211r5vell,2021-02-07T20:44:23.419Z,"3 km ENE of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-07T19:22:39.180Z,35.8161667,-117.6256667,10.55,0.54,ml,6,129,0.02289,0.1,ci,ci39543991,2021-02-08T15:01:05.784Z,"21km WNW of Searles Valley, CA",earthquake,0.43,0.76,0.138,8,reviewed,ci,ci
2021-02-07T19:19:37.900Z,35.8008333,-117.6256667,6.04,0.6,ml,19,71,0.0273,0.09,ci,ci39543983,2021-02-08T19:24:37.343Z,"20km W of Searles Valley, CA",earthquake,0.17,0.33,0.199,11,reviewed,ci,ci
2021-02-07T19:19:24.500Z,31.6697,-104.4078,5,2.7,ml,,73,0.079,0.23,us,us6000dfer,2021-02-07T19:32:08.040Z,"56 km S of Whites City, New Mexico",earthquake,1.1,1.7,0.059,38,reviewed,us,us
2021-02-07T19:12:40.682Z,31.6679,-104.397,5,2.7,ml,,73,0.088,0.21,us,us6000dfen,2021-02-07T19:27:24.040Z,"56 km S of Whites City, New Mexico",earthquake,1.3,1.8,0.052,48,reviewed,us,us
2021-02-07T19:00:47.070Z,32.7531667,-115.825,9.67,0.91,ml,13,101,0.1267,0.17,ci,ci39543975,2021-02-08T18:21:10.710Z,"16km E of Ocotillo, CA",earthquake,0.35,1.03,0.186,8,reviewed,ci,ci
2021-02-07T18:59:19.940Z,35.85883333,-98.18716667,7,1.47,ml,17,117,0.1871632722,0.1,ok,ok2021crbf,2021-02-08T16:36:34.289Z,"13 km SSW of Loyal, Oklahoma",earthquake,,0.3,0.13,4,reviewed,ok,ok
2021-02-07T18:57:51.030Z,35.9771667,-117.3241667,2.6,3.41,ml,42,56,0.0922,0.16,ci,ci39543967,2021-02-08T22:28:20.724Z,"24km NNE of Trona, CA",earthquake,0.16,0.4,0.096,80,reviewed,ci,ci
2021-02-07T18:54:22.934Z,58.7442,-153.3303,28.7,1.6,ml,,,,0.2,ak,ak0211r5gm39,2021-02-07T19:05:42.355Z,"80 km NNW of Aleneva, Alaska",earthquake,,2.3,,,automatic,ak,ak
2021-02-07T18:50:52.510Z,38.8275,-122.8558333,2.04,0.15,md,28,62,0.0008133,0.04,nc,nc73519821,2021-02-09T20:45:02.989Z,"10km WNW of The Geysers, CA",earthquake,0.17,0.27,0.28,4,reviewed,nc,nc
2021-02-07T18:38:36.050Z,19.2024993896484,-155.414169311523,34.4099998474121,2.01,ml,45,153,,0.140000001,hv,hv72343987,2021-02-07T18:44:07.190Z,"6 km E of Pāhala, Hawaii",earthquake,0.59,0.680000007,4.21,3,automatic,hv,hv
2021-02-07T18:35:22.960Z,37.485,-121.8353333,7.75,0.87,md,16,57,0.0359,0.04,nc,nc73519816,2021-02-09T19:36:45.160Z,"9km NE of Milpitas, CA",earthquake,0.27,0.4,0.302,11,reviewed,nc,nc
2021-02-07T18:35:21.541Z,67.2153,-150.1716,0.9,1.8,ml,,,,0.51,ak,ak0211r5cjo1,2021-02-07T18:47:39.432Z,"4 km S of Coldfoot, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-07T18:32:05.528Z,59.9356,-149.6573,7.6,1.7,ml,,,,0.69,ak,ak0211r5buzs,2021-02-07T18:43:48.571Z,"19 km SW of Lowell Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-07T18:07:46.620Z,19.1354999542236,-155.450332641602,29.6299991607666,2.04999995,md,34,221,,0.129999995,hv,hv72343982,2021-02-07T18:11:06.430Z,"8 km SSE of Pāhala, Hawaii",earthquake,0.77,1.17999995,1.60000002,6,automatic,hv,hv
2021-02-07T17:49:19.329Z,64.7793,-149.0655,18.6,1.3,ml,,,,0.72,ak,ak0211r4u3mk,2021-02-07T18:35:27.341Z,"19 km N of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-07T17:49:15.619Z,-32.4908,-179.3762,300.86,4.3,mb,,267,5.404,1.33,us,us6000dfe2,2021-02-07T19:12:25.040Z,"south of the Kermadec Islands",earthquake,6.2,12.8,0.133,16,reviewed,us,us
2021-02-07T17:33:11.290Z,35.6903333,-117.4203333,1.47,-0.05,ml,7,186,0.1091,0.14,ci,ci39543935,2021-02-08T19:22:35.248Z,"9km S of Searles Valley, CA",earthquake,0.59,0.62,0.052,3,reviewed,ci,ci
2021-02-07T17:32:53.070Z,37.9088333,-118.5628333,5.46,2.2,md,28,86,0.2042,0.06,nc,nc73519806,2021-02-09T01:54:05.447Z,"40km NNE of Toms Place, CA",earthquake,0.33,3.45,0.161,30,reviewed,nc,nc
2021-02-07T17:29:09.789Z,60.6371,-146.4653,17.1,2,ml,,,,0.67,ak,ak0211r4pskj,2021-02-07T17:52:42.752Z,"27 km SSE of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-07T17:25:09.550Z,38.8373337,-122.8088303,2.08,0.8,md,16,57,0.01395,0.02,nc,nc73519801,2021-02-07T17:26:44.834Z,"8km WNW of Cobb, CA",earthquake,0.3,0.47,0.09,3,automatic,nc,nc
2021-02-07T17:21:14.130Z,34.49,-116.2341667,1.62,0.78,ml,8,161,0.2042,0.09,ci,ci37465741,2021-02-08T18:18:07.295Z,"27km SSW of Ludlow, CA",earthquake,0.33,0.81,0.083,5,reviewed,ci,ci
2021-02-07T17:20:28.170Z,33.1716667,-116.0226667,5.77,0.82,ml,22,54,0.1229,0.14,ci,ci39543911,2021-02-08T18:23:29.328Z,"11km ENE of Ocotillo Wells, CA",earthquake,0.19,0.65,0.174,12,reviewed,ci,ci
2021-02-07T17:20:10.350Z,51.8591666666667,-177.812833333333,3.77,0.66,ml,4,251,,0.05,av,av91018903,2021-02-09T17:59:03.290Z,"81 km W of Adak, Alaska",earthquake,0.78,0.28,0.201245737819625,4,reviewed,av,av
2021-02-07T17:19:23.010Z,38.8263321,-122.8526688,1.82,0.57,md,11,83,0.0035,0.02,nc,nc73519791,2021-02-07T18:17:04.873Z,"10km WNW of The Geysers, CA",earthquake,0.34,0.74,,1,automatic,nc,nc
2021-02-07T17:17:42.280Z,38.8263321,-122.8536682,2,0.73,md,20,61,0.002781,0.04,nc,nc73519786,2021-02-07T18:06:04.809Z,"10km WNW of The Geysers, CA",earthquake,0.21,0.43,0.15,4,automatic,nc,nc
2021-02-07T17:12:32.007Z,36.27824402,-97.512146,4.695752621,1.75,ml,23,61.4707489,0.2078378201,0.3166954098,ok,ok2021cqxr,2021-02-07T17:16:24.197Z,"5 km W of Lucien, Oklahoma",earthquake,2.766135156,2.253875544,,19,automatic,ok,ok
2021-02-07T17:11:13.890Z,35.8415,-117.728,4.1,0.51,ml,15,56,0.04448,0.07,ci,ci39543903,2021-02-08T20:44:36.983Z,"19km ESE of Little Lake, CA",earthquake,0.16,0.32,0.16,7,reviewed,ci,ci
2021-02-07T17:10:50.810Z,38.8198318,-122.8178329,2.19,0.56,md,6,124,0.007028,0.01,nc,nc73519781,2021-02-07T17:54:05.734Z,"7km NW of The Geysers, CA",earthquake,0.45,2.06,,1,automatic,nc,nc
2021-02-07T17:09:54.351Z,61.5061,-152.0165,16.1,1.4,ml,,,,0.74,ak,ak0211r4llps,2021-02-07T17:16:58.642Z,"63 km SSW of Skwentna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-07T17:06:15.150Z,38.8178329,-122.7958298,3.33,0.55,md,8,121,0.009859,0.01,nc,nc73519776,2021-02-07T19:30:04.453Z,"6km NW of The Geysers, CA",earthquake,0.56,1.76,,1,automatic,nc,nc
2021-02-07T17:03:11.600Z,38.8241653,-122.8539963,2.09,0.57,md,10,85,0.004054,0.02,nc,nc73519766,2021-02-07T18:35:04.050Z,"10km WNW of The Geysers, CA",earthquake,0.38,0.9,,1,automatic,nc,nc
2021-02-07T17:03:05.567Z,60.6061,-151.9072,103.3,2.3,ml,,,,0.47,ak,ak0211r4k7oi,2021-02-07T19:02:20.040Z,"32 km W of Salamatof, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-07T17:01:22.080Z,19.0533,-64.855,46,3.3,md,13,319,1.1835,0.35,pr,pr2021038013,2021-02-07T18:57:43.040Z,"79 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.84,14.84,0.1,8,reviewed,pr,pr
2021-02-07T16:59:14.940Z,35.7633333,-117.5851667,6.77,0.96,ml,22,80,0.05325,0.12,ci,ci39543887,2021-02-08T18:07:58.390Z,"16km W of Searles Valley, CA",earthquake,0.23,0.46,0.064,8,reviewed,ci,ci
2021-02-07T16:53:10.990Z,38.8223333,-122.8531667,2.41,1.63,md,44,55,0.005955,0.05,nc,nc73519761,2021-02-09T23:29:17.084Z,"10km WNW of The Geysers, CA",earthquake,0.17,0.25,0.204,11,reviewed,nc,nc
2021-02-07T16:46:32.060Z,44.5351667,-115.2348333,7.56,2.08,ml,10,114,0.378,0.12,mb,mb80486694,2021-02-08T21:10:13.580Z,"42 km NW of Stanley, Idaho",earthquake,0.42,0.88,0.199,11,reviewed,mb,mb
2021-02-07T16:45:53.050Z,36.0176667,-118.1226667,3.4,1.8,ml,26,86,0.1886,0.17,ci,ci39543879,2021-02-08T15:03:28.580Z,"16km W of Coso Junction, CA",earthquake,0.31,1.16,0.349,27,reviewed,ci,ci
2021-02-07T16:35:16.673Z,62.7196,-149.329,64.8,2.7,ml,,,,0.58,ak,ak0211r45nrn,2021-02-07T17:18:57.040Z,"49 km NE of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-07T16:26:25.900Z,17.944,-66.9583,10,3.2,md,23,200,0.0896,0.12,pr,pr2021038012,2021-02-07T19:38:25.379Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.44,0.41,0.19,20,reviewed,pr,pr
2021-02-07T16:24:40.160Z,36.0313333,-117.3313333,2.16,1.07,ml,15,140,0.1305,0.16,ci,ci39543863,2021-02-08T15:02:33.190Z,"30km N of Trona, CA",earthquake,0.42,0.53,0.195,12,reviewed,ci,ci
2021-02-07T16:02:35.580Z,36.195,-118.0993333,2.15,1.2,ml,25,61,0.1436,0.15,ci,ci39543847,2021-02-08T18:12:05.488Z,"13km SW of Olancha, CA",earthquake,0.26,0.82,0.194,14,reviewed,ci,ci
2021-02-07T16:02:30.050Z,60.2302,-152.3479,87.2,1.4,ml,,,,0.4,ak,ak0211r3ym71,2021-02-07T16:21:51.068Z,"42 km WNW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-02-07T15:52:20.600Z,63.0866,-149.4702,86.4,1.3,ml,,,,0.42,ak,ak0211r3nq1b,2021-02-07T18:54:50.356Z,"42 km SW of Cantwell, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-02-07T15:45:34.310Z,35.7821667,-117.6035,7.19,1.97,ml,22,56,0.03385,0.18,ci,ci37314212,2021-02-08T18:03:48.902Z,"18km W of Searles Valley, CA",earthquake,0.27,0.46,0.174,32,reviewed,ci,ci
2021-02-07T15:45:29.050Z,35.7833333,-117.5998333,7.48,1.91,ml,33,56,0.03239,0.13,ci,ci39543831,2021-02-08T17:47:14.540Z,"18km W of Searles Valley, CA",earthquake,0.17,0.45,0.182,24,reviewed,ci,ci
2021-02-07T15:41:17.688Z,-18.0279,-178.3771,582.68,4.4,mb,,115,3.411,0.68,us,us6000dfd2,2021-02-07T17:06:46.040Z,"244 km E of Levuka, Fiji",earthquake,12.9,9,0.036,219,reviewed,us,us
2021-02-07T15:40:40.715Z,63.1266,-150.5976,117.7,1.6,ml,,,,0.43,ak,ak0211r3lcmf,2021-02-07T15:47:47.181Z,"70 km N of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-02-07T15:38:50.820Z,32.8521667,-116.0815,7.4,0.82,ml,16,89,0.06159,0.18,ci,ci39543815,2021-02-08T17:27:36.977Z,"15km NNW of Ocotillo, CA",earthquake,0.34,0.75,0.134,7,reviewed,ci,ci
2021-02-07T15:38:03.140Z,19.1790008544922,-155.454330444336,35.9000015258789,1.88999999,md,44,156,,0.119999997,hv,hv72343842,2021-02-07T15:41:09.840Z,"3 km SE of Pāhala, Hawaii",earthquake,0.55,0.920000017,1.17999995,8,automatic,hv,hv
2021-02-07T15:34:27.180Z,18.8403,-65.318,60,3.15,md,7,306,0.7792,0.52,pr,pr2021038011,2021-02-07T15:44:31.916Z,"59 km N of Culebra, Puerto Rico",earthquake,6.86,12.3,0.08,2,reviewed,pr,pr
2021-02-07T15:28:54.570Z,33.5265,-116.5311667,13.53,0.59,ml,34,45,0.03092,0.16,ci,ci39543807,2021-02-09T21:27:08.592Z,"14km ESE of Anza, CA",earthquake,0.21,0.36,0.12,17,reviewed,ci,ci
2021-02-07T15:20:25.740Z,19.1849994659424,-155.468826293945,32.7200012207031,2,md,47,95,,0.129999995,hv,hv72343832,2021-02-07T15:23:28.500Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.55,0.860000014,0.99000001,16,automatic,hv,hv
2021-02-07T15:10:37.730Z,19.2026672363281,-155.411834716797,34.25,1.86000001,md,47,154,,0.119999997,hv,hv72343827,2021-02-07T15:13:52.460Z,"7 km E of Pāhala, Hawaii",earthquake,0.55,0.75,1.89999998,4,automatic,hv,hv
2021-02-07T15:10:35.370Z,38.8231659,-122.8431702,1.9,0.58,md,15,81,0.006359,0.02,nc,nc73519746,2021-02-07T15:42:04.967Z,"9km NW of The Geysers, CA",earthquake,0.27,0.54,0.01,2,automatic,nc,nc
2021-02-07T15:08:41.860Z,35.979,-117.3248333,3.36,0.81,ml,22,74,0.0941,0.15,ci,ci39543799,2021-02-09T21:19:20.536Z,"24km NNE of Trona, CA",earthquake,0.25,0.71,0.052,6,reviewed,ci,ci
2021-02-07T15:08:32.510Z,34.0693333,-117.2808333,13.36,1.15,ml,68,46,0.03601,0.16,ci,ci39543791,2021-02-09T21:14:42.506Z,"3km NW of Loma Linda, CA",earthquake,0.14,0.3,0.126,42,reviewed,ci,ci
2021-02-07T14:49:50.750Z,44.2946667,-115.1911667,6.37,2.32,ml,14,83,0.18,0.22,mb,mb80486684,2021-02-08T18:57:37.230Z,"southern Idaho",earthquake,0.47,0.99,0.204,13,reviewed,mb,mb
2021-02-07T14:21:35.120Z,40.3633333,-124.4471667,17.54,2.55,md,20,253,0.1095,0.11,nc,nc73519741,2021-02-09T02:52:05.163Z,"14km WNW of Petrolia, CA",earthquake,0.59,0.41,0.193,28,reviewed,nc,nc
2021-02-07T14:05:31.660Z,35.9085,-117.7433333,8.04,1.12,ml,15,65,0.07285,0.1,ci,ci39543783,2021-02-08T15:04:35.420Z,"15km ESE of Little Lake, CA",earthquake,0.2,0.62,0.225,15,reviewed,ci,ci
2021-02-07T14:02:16.930Z,34.3463333,-116.4641667,10.88,1.03,ml,36,100,0.08693,0.14,ci,ci39543775,2021-02-09T19:54:56.205Z,"26km N of Yucca Valley, CA",earthquake,0.21,0.42,0.129,16,reviewed,ci,ci
