time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-09T22:14:28.100Z,36.0603333,-117.87,4.13,0.68,ml,13,84,0.05503,0.09,ci,ci39546663,2021-02-10T19:43:05.560Z,"7km ENE of Coso Junction, CA",earthquake,0.2,0.33,0.286,10,reviewed,ci,ci
2021-02-09T22:05:05.400Z,36.31516667,-98.15883333,7.36,1.22,ml,32,72,0.03419329011,0.22,ok,ok2021cuyi,2021-02-10T17:38:10.531Z,"8 km NNE of Ames, Oklahoma",earthquake,,0.5,0.24,6,reviewed,ok,ok
2021-02-09T22:04:38.600Z,35.715,-117.497,2.42,1.12,ml,14,103,0.1296,0.16,ci,ci39546639,2021-02-09T22:29:01.510Z,"10km SW of Searles Valley, CA",earthquake,0.34,0.51,0.204,13,reviewed,ci,ci
2021-02-09T22:04:26.110Z,33.8743333,-117.5053333,-0.53,0.95,ml,27,89,0.07577,0.19,ci,ci39546631,2021-02-10T01:40:10.238Z,"2km ESE of Home Gardens, CA",quarry blast,0.42,31.61,0.114,15,reviewed,ci,ci
2021-02-09T22:03:22.560Z,35.9751667,-117.3138333,5.36,0.43,ml,4,222,0.08761,0.1,ci,ci37465869,2021-02-09T23:46:44.042Z,"24km NNE of Trona, CA",earthquake,1.36,1.81,0.358,2,reviewed,ci,ci
2021-02-09T22:02:52.300Z,35.8771667,-117.694,3.61,0.79,ml,18,47,0.07897,0.14,ci,ci39546647,2021-02-09T23:44:38.555Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.62,0.082,11,reviewed,ci,ci
2021-02-09T22:00:54.810Z,39.3581667,-123.2606667,3.76,1.04,md,6,121,0.07242,0.06,nc,nc73520906,2021-02-10T17:20:58.067Z,"10km SE of Willits, CA",earthquake,0.39,2.22,0.012,4,reviewed,nc,nc
2021-02-09T21:58:21.136Z,62.1349,-149.1764,43.4,1.5,ml,,,,0.4,ak,ak0211uicgm9,2021-02-09T22:03:11.333Z,"35 km E of Susitna North, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-02-09T21:55:35.670Z,35.8278333,-117.6613333,7.09,1.43,ml,28,38,0.05325,0.11,ci,ci39546623,2021-02-10T19:39:28.887Z,"23km N of Ridgecrest, CA",earthquake,0.14,0.29,0.183,19,reviewed,ci,ci
2021-02-09T21:49:36.617Z,60.2945,-151.3924,33.3,1.4,ml,,,,0.64,ak,ak0211uiakcu,2021-02-09T21:56:20.402Z,"7 km N of Clam Gulch, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-09T21:44:05.150Z,35.136,-95.357,7.55,1.68,ml,44,197,0.1133777514,0.19,ok,ok2021cuxq,2021-02-09T21:57:22.259Z,"1 km NE of Quinton, Oklahoma",earthquake,,0.4,0.26,5,reviewed,ok,ok
2021-02-09T21:43:00.140Z,38.1662,-118.0912,3.1,0.9,ml,12,152.51,0.031,0.12,nn,nn00799943,2021-02-09T21:49:53.353Z,"24 km S of Mina, Nevada",earthquake,,11.5,,,automatic,nn,nn
2021-02-09T21:40:45.010Z,35.718,-117.5635,6.81,1.33,ml,27,73,0.1014,0.14,ci,ci39546599,2021-02-10T19:35:35.770Z,"15km NE of Ridgecrest, CA",earthquake,0.2,0.59,0.15,16,reviewed,ci,ci
2021-02-09T21:33:15.970Z,34.37566667,-97.4215,5.45,1.82,ml,36,102,0.0449911712,0.3,ok,ok2021cuxh,2021-02-10T15:28:46.320Z,"11 km SE of Ratliff City, Oklahoma",earthquake,,0.7,0.28,5,reviewed,ok,ok
2021-02-09T21:25:53.580Z,58.266,-155.149166666667,5.38,-0.87,ml,4,142,,0.11,av,av91019168,2021-02-11T01:28:01.590Z,"87 km NNW of Karluk, Alaska",earthquake,0.52,1.46,0.467262645588608,3,reviewed,av,av
2021-02-09T21:25:22.520Z,40.75,-112.0356667,8.18,1.39,md,24,57,0.02303,0.16,uu,uu60426352,2021-02-09T22:13:26.440Z,"7 km NNW of West Valley City, Utah",earthquake,0.3,0.58,0.219,15,reviewed,uu,uu
2021-02-09T21:15:56.070Z,38.784832,-122.7334976,1.45,0.5,md,12,84,0.002983,0.02,nc,nc73520891,2021-02-09T21:17:36.396Z,"2km ENE of The Geysers, CA",earthquake,0.26,0.6,,2,automatic,nc,nc
2021-02-09T21:14:43.180Z,51.9345,-177.005166666667,7.23,0.45,ml,5,317,,0.11,av,av91187076,2021-02-10T20:59:57.610Z,"26 km WNW of Adak, Alaska",earthquake,0.91,1.04,0.248251557285567,5,reviewed,av,av
2021-02-09T21:13:08.720Z,38.828167,-122.8148346,2.1,0.59,md,19,58,0.006044,0.02,nc,nc73520886,2021-02-09T21:14:45.551Z,"8km NW of The Geysers, CA",earthquake,0.22,0.54,,1,automatic,nc,nc
2021-02-09T21:09:03.209Z,34.96416667,-97.6745,5.96,1.19,ml,20,76,0.07918446131,0.31,ok,ok2021cuwm,2021-02-10T17:26:23.453Z,"8 km SSW of Dibble, Oklahoma",earthquake,,1.1,0.12,6,reviewed,ok,ok
2021-02-09T20:58:41.470Z,33.9858333,-117.1313333,15.43,0.66,ml,19,92,0.09688,0.16,ci,ci39546567,2021-02-10T19:30:05.844Z,"7km W of Calimesa, CA",earthquake,0.34,0.77,0.131,10,reviewed,ci,ci
2021-02-09T20:58:22.690Z,38.7838326,-122.7330017,1.83,0.72,md,8,83,0.00297,0.01,nc,nc73520881,2021-02-09T21:00:01.138Z,"2km ENE of The Geysers, CA",earthquake,0.35,0.63,,1,automatic,nc,nc
2021-02-09T20:31:55.230Z,33.1386667,-117.1573333,-0.2,1.06,ml,23,101,0.03354,0.28,ci,ci39546543,2021-02-09T23:36:48.185Z,"1km ESE of San Marcos, CA",quarry blast,0.71,31.61,0.194,8,reviewed,ci,ci
2021-02-09T20:31:29.140Z,37.3896667,-118.6451667,3.78,1.77,md,24,127,0.07474,0.07,nc,nc73520871,2021-02-10T00:19:18.378Z,"5km WSW of Round Valley, CA",earthquake,0.46,1.5,0.19,20,reviewed,nc,nc
2021-02-09T20:31:23.660Z,34.38333333,-97.41733333,4.43,1.67,ml,43,83,0.05039011174,0.32,ok,ok2021cuvg,2021-02-10T15:15:57.386Z,"11 km SE of Ratliff City, Oklahoma",earthquake,,0.8,0.23,5,reviewed,ok,ok
2021-02-09T20:29:09.590Z,32.7666667,-116.9201667,-0.34,1.18,ml,20,109,0.0362,0.23,ci,ci39546535,2021-02-09T23:41:05.207Z,"3km NNE of Rancho San Diego, CA",quarry blast,0.48,31.61,0.256,9,reviewed,ci,ci
2021-02-09T20:26:43.310Z,33.4738333,-116.4408333,11.33,0.77,ml,15,78,0.1124,0.16,ci,ci39546527,2021-02-09T22:29:35.592Z,"23km ESE of Anza, CA",earthquake,0.39,1.01,0.244,13,reviewed,ci,ci
2021-02-09T20:22:59.810Z,40.7525,-112.0443333,7.52,0.88,md,10,70,0.0283,0.11,uu,uu60426327,2021-02-09T22:00:34.530Z,"6 km NE of Magna, Utah",earthquake,0.41,1.45,0.179,6,reviewed,uu,uu
2021-02-09T20:14:53.760Z,32.7575,-115.8163333,6.52,1.42,ml,21,76,0.1187,0.18,ci,ci39546519,2021-02-09T22:30:12.410Z,"17km E of Ocotillo, CA",earthquake,0.35,1.56,0.178,18,reviewed,ci,ci
2021-02-09T20:14:10.680Z,40.7448333,-112.1213333,7.52,0.07,md,4,165,0.03508,0.07,uu,uu60025184,2021-02-10T00:08:55.210Z,"4 km NNW of Magna, Utah",earthquake,2.42,2.36,0.4,3,reviewed,uu,uu
2021-02-09T20:13:35.770Z,40.7516667,-112.047,7.25,0.8,md,11,81,0.0261,0.11,uu,uu60426317,2021-02-10T00:02:12.530Z,"6 km NE of Magna, Utah",earthquake,0.43,0.73,0.334,5,reviewed,uu,uu
2021-02-09T20:10:19.600Z,38.8551667,-122.9731667,4.42,1.14,md,27,130,0.02326,0.06,nc,nc73520866,2021-02-10T21:44:05.248Z,"7km NE of Cloverdale, CA",earthquake,0.38,0.43,0.096,4,reviewed,nc,nc
2021-02-09T20:03:36.981Z,63.8578,-148.8785,2.2,2.1,ml,,,,0.95,ak,ak0211uhf9tf,2021-02-09T20:14:10.659Z,"4 km E of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-09T20:02:10.650Z,38.7846667,-122.7346667,1.21,0.79,md,37,74,0.002151,0.07,nc,nc73520861,2021-02-11T02:57:29.040Z,"2km ENE of The Geysers, CA",earthquake,0.16,0.27,0.211,5,reviewed,nc,nc
2021-02-09T19:59:18.980Z,37.3733333,-118.7786667,11.73,1.43,md,25,140,0.197,0.04,nc,nc73520856,2021-02-09T23:54:18.241Z,"17km WSW of Round Valley, CA",earthquake,0.33,1.71,0.223,22,reviewed,nc,nc
2021-02-09T19:58:40.350Z,44.648,-111.1093333,8.48,1.42,ml,15,95,0.0426,0.19,uu,uu60426312,2021-02-09T21:04:38.230Z,"1 km SSW of West Yellowstone, Montana",earthquake,0.48,1.02,0.289,3,reviewed,uu,uu
2021-02-09T19:55:14.410Z,35.73,-117.5146667,9.24,0.98,ml,12,144,0.1089,0.16,ci,ci39546503,2021-02-09T22:29:57.178Z,"11km WSW of Searles Valley, CA",earthquake,0.5,1.01,0.11,9,reviewed,ci,ci
2021-02-09T19:32:29.403Z,63.3231,-151.7389,14.8,3.6,ml,,,,0.58,ak,ak0211uh01np,2021-02-09T21:30:19.040Z,"24 km S of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-09T19:28:59.860Z,32.7525,-115.8248333,7.79,1.82,ml,23,78,0.1271,0.24,ci,ci39546487,2021-02-09T22:30:05.213Z,"16km E of Ocotillo, CA",earthquake,0.44,1.16,0.175,29,reviewed,ci,ci
2021-02-09T19:25:10.020Z,38.1913,-117.7402,13.1,1.8,ml,17,122.85,0.031,0.1,nn,nn00799936,2021-02-09T19:46:36.072Z,"39 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2021-02-09T19:13:15.206Z,60.3612,-150.7734,36.5,1.4,ml,,,,0.54,ak,ak0211ugvxq8,2021-02-09T19:17:11.900Z,"15 km S of Funny River, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-02-09T19:10:12.440Z,38.7715,-122.743,4.4,0.53,md,18,84,0.0127,0.1,nc,nc73520836,2021-02-10T16:38:05.943Z,"1km ESE of The Geysers, CA",earthquake,0.26,0.35,0.108,2,reviewed,nc,nc
2021-02-09T18:58:32.010Z,37.5279999,-121.8939972,6.46,2.73,md,63,25,0.08321,0.09,nc,nc73520831,2021-02-10T20:33:07.705Z,"8km ESE of Fremont, CA",earthquake,0.15,0.66,0.13,84,automatic,nc,nc
2021-02-09T18:47:12.100Z,18.01,-66.7701,14,2.87,md,23,144,0.1145,0.13,pr,pr2021040018,2021-02-09T22:13:12.407Z,"0 km S of Magas Arriba, Puerto Rico",earthquake,0.39,0.28,0.12,14,reviewed,pr,pr
2021-02-09T18:44:55.730Z,33.8733333,-116.8401667,11.02,1.59,ml,46,29,0.05329,0.17,ci,ci39546455,2021-02-09T19:45:47.240Z,"7km SSE of Banning, CA",earthquake,0.2,0.59,0.169,28,reviewed,ci,ci
2021-02-09T18:44:27.260Z,35.9761667,-117.3241667,2.34,1.44,ml,19,104,0.09127,0.15,ci,ci39546447,2021-02-09T19:45:42.520Z,"24km NNE of Trona, CA",earthquake,0.37,0.62,0.122,15,reviewed,ci,ci
2021-02-09T18:42:41.640Z,38.1183,-118.0555,13.6,1.6,ml,22,91.83,0.058,0.1,nn,nn00799930,2021-02-09T18:45:55.887Z,"30 km S of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2021-02-09T18:37:31.780Z,35.6041667,-117.4625,7.99,0.15,ml,6,157,0.01763,0.16,ci,ci39546439,2021-02-09T23:29:01.139Z,"19km SSW of Searles Valley, CA",earthquake,0.55,0.63,0.08,4,reviewed,ci,ci
2021-02-09T18:32:37.560Z,38.1315,-118.0575,9.1,0.9,ml,10,166.16,0.047,0.05,nn,nn00799929,2021-02-09T18:43:32.388Z,"29 km S of Mina, Nevada",earthquake,,8.5,,,automatic,nn,nn
2021-02-09T18:31:27.920Z,39.359,-123.2533333,5.94,1.09,md,11,127,0.06935,0.07,nc,nc73520826,2021-02-09T19:59:19.414Z,"10km ESE of Willits, CA",earthquake,0.26,0.58,0.132,10,reviewed,nc,nc
2021-02-09T18:31:06.690Z,34.37333333,-97.42516667,5.48,1.92,ml,45,82,0.0413918775,0.37,ok,ok2021curh,2021-02-09T18:40:29.539Z,"11 km SE of Ratliff City, Oklahoma",earthquake,,0.8,0.27,17,reviewed,ok,ok
2021-02-09T18:29:39.410Z,38.8251648,-122.7716675,0.11,0.65,md,10,83,0.005473,0.02,nc,nc73520821,2021-02-09T19:02:05.469Z,"4km W of Cobb, CA",earthquake,0.27,0.6,0.09,2,automatic,nc,nc
2021-02-09T18:24:35.050Z,33.1585,-115.6378333,6.34,1.37,ml,23,51,0.02654,0.19,ci,ci39546431,2021-02-09T23:22:04.086Z,"12km WNW of Calipatria, CA",earthquake,0.28,0.44,0.197,20,reviewed,ci,ci
2021-02-09T18:23:10.670Z,18.7033,-66.4586,16,2.91,md,16,241,0.237,0.22,pr,pr2021040017,2021-02-09T19:43:51.144Z,"26 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.67,0.59,0.15,11,reviewed,pr,pr
2021-02-09T18:18:53.080Z,60.0235,-153.1175,2.92,-0.59,ml,4,146,,0.17,av,av91187016,2021-02-10T20:54:47.600Z,"61 km ENE of Pedro Bay, Alaska",earthquake,0.7,2.04,0.197838591759215,3,reviewed,av,av
2021-02-09T18:17:17.720Z,19.4268333333333,-155.624333333333,0.13,2.03,ml,43,116,,0.14,hv,hv72346027,2021-02-09T22:34:53.630Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.71,0.120298919553921,11,reviewed,hv,hv
2021-02-09T18:15:58.780Z,38.8349991,-122.8071671,1.97,1.16,md,29,51,0.01181,0.03,nc,nc73520811,2021-02-09T21:41:19.645Z,"7km W of Cobb, CA",earthquake,0.19,0.36,0.13,5,automatic,nc,nc
2021-02-09T18:13:45.820Z,51.8571666666667,-177.816833333333,3.42,0.61,ml,4,246,,0.08,av,av91019163,2021-02-11T01:24:09.910Z,"81 km W of Adak, Alaska",earthquake,0.58,0.99,0.449494803815587,4,reviewed,av,av
2021-02-09T18:10:51.120Z,19.425,-155.611,-1.53,2.77,ml,51,76,,0.15,hv,hv72346022,2021-02-09T22:35:31.746Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.21,0.33,0.170592314562439,34,reviewed,hv,hv
2021-02-09T18:05:10.860Z,38.8348333,-122.808,2.2,1.96,md,49,34,0.01154,0.03,nc,nc73520806,2021-02-11T02:41:05.082Z,"8km W of Cobb, CA",earthquake,0.14,0.23,0.262,19,reviewed,nc,nc
2021-02-09T18:03:02.660Z,38.835,-122.8,2.13,1.15,md,40,38,0.008274,0.03,nc,nc73520796,2021-02-10T22:49:04.770Z,"7km WNW of Cobb, CA",earthquake,0.13,0.22,0.196,10,reviewed,nc,nc
2021-02-09T18:00:39.230Z,33.1588333,-115.6316667,7,1.35,ml,15,107,0.02294,0.18,ci,ci39546383,2021-02-10T05:23:48.931Z,"12km WNW of Calipatria, CA",earthquake,0.4,0.5,0.133,18,reviewed,ci,ci
2021-02-09T18:00:21.030Z,33.1498333,-115.625,6.42,0.9,ml,10,99,0.02866,0.18,ci,ci37465885,2021-02-10T16:39:47.807Z,"11km WNW of Calipatria, CA",earthquake,0.49,0.81,0.03,3,reviewed,ci,ci
2021-02-09T18:00:06.170Z,33.1541667,-115.6305,6.67,0.81,ml,13,102,0.02637,0.2,ci,ci37465909,2021-02-10T16:26:08.281Z,"11km WNW of Calipatria, CA",earthquake,0.35,0.56,0.156,7,reviewed,ci,ci
2021-02-09T17:46:48.763Z,61.1807,-152.2617,115.6,2.1,ml,,,,0.42,ak,ak0211ufw7qm,2021-02-09T17:52:02.943Z,"61 km W of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-09T17:41:53.550Z,40.3134995,-124.9396667,2.16,2.6,md,7,299,0.4876,0.06,nc,nc73520791,2021-02-09T20:32:07.903Z,"56km W of Petrolia, CA",earthquake,5.93,6.27,0.05,6,automatic,nc,nc
2021-02-09T17:26:30.130Z,44.5353333,-115.2418333,10.42,1.98,ml,11,82,0.381,0.25,mb,mb80486884,2021-02-10T00:38:06.400Z,"42 km NW of Stanley, Idaho",earthquake,0.84,1.03,0.19,10,reviewed,mb,mb
2021-02-09T17:17:21.580Z,51.9515,-177.038333333333,8.07,0.02,ml,4,344,,0.06,av,av91019158,2021-02-11T01:20:35.220Z,"29 km WNW of Adak, Alaska",earthquake,1.83,0.72,0.220093724152854,4,reviewed,av,av
2021-02-09T17:16:09.200Z,35.6423333,-117.5578333,6.01,0.05,ml,6,141,0.085,0.15,ci,ci39546351,2021-02-10T20:59:34.229Z,"11km ENE of Ridgecrest, CA",earthquake,0.59,2.07,0.09,2,reviewed,ci,ci
2021-02-09T17:14:56.760Z,38.1957,-117.8037,1.1,1.1,ml,10,99.39,0.054,0.09,nn,nn00799927,2021-02-09T17:42:12.616Z,"34 km SE of Mina, Nevada",earthquake,,11,,,automatic,nn,nn
2021-02-09T17:07:48.298Z,38.1787,-117.7797,10.5,1.3,ml,20,77.41,0.056,0.1091,nn,nn00799925,2021-02-10T02:33:56.752Z,"37 km SE of Mina, Nevada",earthquake,,1,0.34,6,reviewed,nn,nn
2021-02-09T16:58:19.490Z,35.6886667,-117.4835,5.05,0.06,ml,8,167,0.1034,0.18,ci,ci39546343,2021-02-10T20:17:31.475Z,"11km SW of Searles Valley, CA",earthquake,0.9,0.78,0.017,3,reviewed,ci,ci
2021-02-09T16:48:44.220Z,33.1575,-115.629,8.04,1.24,ml,18,52,0.02285,0.18,ci,ci39546327,2021-02-09T21:52:49.164Z,"11km WNW of Calipatria, CA",earthquake,0.3,0.43,0.224,7,reviewed,ci,ci
2021-02-09T16:48:23.160Z,33.094,-116.6081667,11.38,0.39,ml,18,103,0.01575,0.21,ci,ci37465837,2021-02-09T22:01:38.443Z,"2km NNW of Julian, CA",earthquake,0.44,0.67,0.118,5,reviewed,ci,ci
2021-02-09T16:34:42.140Z,33.6798333,-116.7375,16.51,2.4,ml,101,15,0.03681,0.17,ci,ci39546311,2021-02-10T18:41:06.940Z,"7km SSW of Idyllwild, CA",earthquake,0.11,0.22,0.178,25,reviewed,ci,ci
2021-02-09T16:31:05.810Z,19.1891670227051,-155.478164672852,32.3899993896484,1.85000002,md,41,110,,0.109999999,hv,hv72345967,2021-02-09T16:34:17.370Z,"1 km S of Pāhala, Hawaii",earthquake,0.72,0.790000021,1.38,14,automatic,hv,hv
2021-02-09T16:30:06.900Z,33.356,-116.258,11.33,0.76,ml,27,159,0.04365,0.19,ci,ci39546303,2021-02-10T04:48:10.850Z,"16km NE of Borrego Springs, CA",earthquake,0.34,0.41,0.09,11,reviewed,ci,ci
2021-02-09T16:25:10.970Z,33.159,-115.633,7.14,1.38,ml,25,50,0.02348,0.18,ci,ci39546287,2021-02-09T21:44:09.693Z,"12km WNW of Calipatria, CA",earthquake,0.24,0.41,0.183,17,reviewed,ci,ci
2021-02-09T16:19:03.376Z,62.5224,-149.3353,43.2,1.7,ml,,,,0.71,ak,ak0211uf4w9j,2021-02-09T17:42:41.852Z,"40 km ENE of Chase, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-02-09T16:14:21.350Z,33.1565,-115.6311667,6.91,1.43,ml,22,64,0.02464,0.17,ci,ci39546279,2021-02-10T00:07:26.200Z,"11km WNW of Calipatria, CA",earthquake,0.25,0.39,0.191,29,reviewed,ci,ci
2021-02-09T16:06:49.780Z,48.2553333333333,-121.712833333333,11.41,0.49,md,5,139,0.1556,0.08,uw,uw61712696,2021-02-09T16:41:10.130Z,"3 km SSE of Swede Heaven, Washington",earthquake,0.54,1.94,0.134730211974208,4,reviewed,uw,uw
2021-02-09T16:06:07.830Z,34.36683333,-97.41033333,7,1.73,ml,42,164,0.05218975859,0.4,ok,ok2021cumm,2021-02-10T15:49:15.373Z,"12 km SE of Ratliff City, Oklahoma",earthquake,,0.9,0.21,4,reviewed,ok,ok
2021-02-09T16:00:10.706Z,38.1728,-117.9937,2.5,1.1,ml,15,102.6,0.027,0.0959,nn,nn00799923,2021-02-10T02:33:54.631Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,0.46,5,reviewed,nn,nn
2021-02-09T15:56:04.000Z,35.9303333,-117.6848333,6.84,-0.13,ml,7,93,0.033,0.07,ci,ci39546263,2021-02-09T21:36:05.549Z,"20km E of Little Lake, CA",earthquake,0.31,0.46,0.206,2,reviewed,ci,ci
2021-02-09T15:51:55.870Z,38.6148,31.589,10,4.8,mb,,56,1.147,0.63,us,us6000dfyz,2021-02-09T16:38:06.955Z,"15 km NNW of Tuzlukçu, Turkey",earthquake,5,1.9,0.107,28,reviewed,us,us
2021-02-09T15:45:00.360Z,33.2341667,-116.0361667,5.75,1.28,ml,47,34,0.06226,0.21,ci,ci39546255,2021-02-10T00:00:16.610Z,"10km SW of Salton City, CA",earthquake,0.22,0.67,0.14,37,reviewed,ci,ci
2021-02-09T15:37:56.620Z,36.472,-121.0071667,9.14,1.04,md,9,177,0.04423,0.08,nc,nc73520771,2021-02-09T19:47:06.917Z,"14km ESE of Pinnacles, CA",earthquake,0.96,0.42,0.178,9,reviewed,nc,nc
2021-02-09T15:33:20.859Z,60.7715,-151.8078,85.3,1.5,ml,,,,0.27,ak,ak0211uemi1t,2021-02-09T15:39:10.435Z,"29 km WNW of Nikiski, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-02-09T15:32:52.821Z,38.1675,-117.8863,7,1.3,ml,21,70.38,0.013,0.173,nn,nn00799920,2021-02-10T02:33:53.218Z,"31 km SE of Mina, Nevada",earthquake,,0.9,0.3,9,reviewed,nn,nn
2021-02-09T15:28:21.498Z,58.4365,-153.7293,52.4,1.8,ml,,,,0.32,ak,ak0211uelfj9,2021-02-09T15:34:19.701Z,"63 km NW of Aleneva, Alaska",earthquake,,1.8,,,automatic,ak,ak
2021-02-09T15:27:32.280Z,37.4941667,-118.838,3.35,0.63,md,5,243,0.09595,0.05,nc,nc73520766,2021-02-09T18:51:16.852Z,"16km WSW of Toms Place, CA",earthquake,1.94,3.75,0.287,5,reviewed,nc,nc
2021-02-09T15:22:10.633Z,38.1715,-117.8963,11.2,1.3,ml,20,74.87,0.022,0.1417,nn,nn00799918,2021-02-10T02:33:51.419Z,"30 km SE of Mina, Nevada",earthquake,,0.8,0.16,8,reviewed,nn,nn
2021-02-09T15:21:24.690Z,38.7713318,-122.7368317,1.33,0.82,md,16,71,0.01189,0.03,nc,nc73520761,2021-02-09T16:37:01.555Z,"2km ESE of The Geysers, CA",earthquake,0.22,0.32,0.22,5,automatic,nc,nc
2021-02-09T15:07:16.269Z,59.8684,-152.4602,94.2,1.4,ml,,,,0.29,ak,ak0211uegx3d,2021-02-09T15:14:57.577Z,"36 km WNW of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2021-02-09T14:53:26.980Z,33.4806667,-116.463,14.63,0.03,ml,11,145,0.09539,0.18,ci,ci37465861,2021-02-09T23:05:00.106Z,"21km ESE of Anza, CA",earthquake,0.53,1.18,0.053,4,reviewed,ci,ci
2021-02-09T14:52:39.500Z,33.1585,-115.6371667,6.64,1.26,ml,18,75,0.02615,0.21,ci,ci37465853,2021-02-09T22:48:01.212Z,"12km WNW of Calipatria, CA",earthquake,0.33,0.61,0.25,16,reviewed,ci,ci
2021-02-09T14:52:31.630Z,33.1563333,-115.6308333,5.84,1.39,ml,24,42,0.02463,0.2,ci,ci39546231,2021-02-09T23:00:10.909Z,"11km WNW of Calipatria, CA",earthquake,0.27,0.39,0.138,22,reviewed,ci,ci
2021-02-09T14:47:10.730Z,33.1505,-115.6241667,6.29,0.98,ml,8,103,0.02783,0.22,ci,ci39546223,2021-02-10T21:30:44.100Z,"11km WNW of Calipatria, CA",earthquake,0.79,1.05,0.135,5,reviewed,ci,ci
2021-02-09T14:47:09.050Z,33.1541667,-115.623,7.06,0.85,ml,8,102,0.02405,0.22,ci,ci37466021,2021-02-10T21:34:37.503Z,"11km WNW of Calipatria, CA",earthquake,0.83,1.05,0.08,3,reviewed,ci,ci
2021-02-09T14:42:53.909Z,36.743,-97.72333333,7,1.32,ml,49,81,0.1538698055,0.24,ok,ok2021cujt,2021-02-10T16:51:57.131Z,"6 km ENE of Jefferson, Oklahoma",earthquake,,0.7,0.21,5,reviewed,ok,ok
2021-02-09T14:39:31.560Z,38.8241653,-122.8113327,2.33,0.84,md,21,38,0.001248,0.02,nc,nc73520756,2021-02-09T16:11:10.393Z,"7km NW of The Geysers, CA",earthquake,0.2,0.47,0.23,4,automatic,nc,nc
2021-02-09T14:25:11.080Z,19.1586666107178,-155.488830566406,33.9599990844727,2.06999993,md,39,127,,0.170000002,hv,hv72345917,2021-02-09T14:28:36.490Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.66,1.16999996,2.06999993,4,automatic,hv,hv
2021-02-09T14:14:25.850Z,53.8998333333333,-166.6885,8.11,0.3,ml,8,70,,0.13,av,av91186936,2021-02-10T20:52:51.190Z,"9 km W of Dutch Harbor, Alaska",earthquake,0.38,0.49,0.221555500268797,8,reviewed,av,av
2021-02-09T14:11:49.640Z,36.31866667,-98.15666667,7.09,1.72,ml,84,52,0.03329346669,0.23,ok,ok2021cuis,2021-02-09T14:23:11.305Z,"7 km SSE of Meno, Oklahoma",earthquake,,0.4,0.2,37,reviewed,ok,ok
2021-02-09T13:57:18.140Z,38.1589,-118.0758,6.5,1.1,ml,18,151.04,0.019,0.1008,nn,nn00799913,2021-02-10T02:33:49.458Z,"25 km S of Mina, Nevada",earthquake,,1,0.17,7,reviewed,nn,nn
2021-02-09T13:54:46.262Z,60.0167,-152.6686,96.8,1.8,ml,,,,0.34,ak,ak0211udk6u6,2021-02-09T13:59:30.392Z,"52 km W of Happy Valley, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-09T13:47:35.410Z,33.1576667,-115.6266667,5.83,1.24,ml,21,70,0.02181,0.17,ci,ci39546167,2021-02-09T22:23:55.819Z,"11km WNW of Calipatria, CA",earthquake,0.22,0.34,0.225,19,reviewed,ci,ci
2021-02-09T13:44:59.180Z,36.0888333,-117.874,2.7,0.88,ml,16,100,0.03261,0.08,ci,ci39546159,2021-02-09T22:27:26.111Z,"8km NE of Coso Junction, CA",earthquake,0.2,0.24,0.208,10,reviewed,ci,ci
2021-02-09T13:28:14.949Z,35.133,-95.35816667,7.15,1.84,ml,56,185,0.1142775748,0.23,ok,ok2021cuhh,2021-02-10T16:42:17.797Z,"1 km NE of Quinton, Oklahoma",earthquake,,0.5,0.32,5,reviewed,ok,ok
2021-02-09T13:15:14.402Z,61.5699,-149.9239,34.8,1.6,ml,,,,0.6,ak,ak0211udbrgw,2021-02-09T13:18:06.244Z,"5 km NNE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-09T13:08:20.999Z,14.3471,-91.35,62.15,4.1,mb,,170,0.377,0.9,us,us6000dfy6,2021-02-09T14:28:41.040Z,"6 km SSW of Río Bravo, Guatemala",earthquake,7.2,7.3,0.092,32,reviewed,us,us
2021-02-09T13:07:47.360Z,19.153,-64.5915,53,3.75,md,12,340,1.6133,0.29,pr,pr2021040016,2021-02-09T14:03:56.040Z,"93 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,3.2,11.87,0.09,8,reviewed,pr,pr
